,u,i,ts,label,idx
12275,463,893,1083823308,0,12275
12276,758,910,1083823321,0,12276
12277,167,483,1083823335,0,12277
12278,829,884,1083823351,0,12278
12279,888,895,1083823361,0,12279
12280,483,592,1083823369,0,12280
12281,755,26,1083823382,0,12281
12282,913,477,1083823403,0,12282
12283,863,862,1083823416,0,12283
12284,884,893,1083823429,0,12284
12285,424,792,1083823433,0,12285
12286,483,340,1083823433,0,12286
12287,167,890,1083823445,0,12287
12288,273,17,1083823464,0,12288
12289,483,872,1083823468,0,12289
12290,483,167,1083823494,0,12290
12291,515,755,1083823525,0,12291
12292,890,167,1083823549,0,12292
12293,288,896,1083823589,0,12293
12294,507,26,1083823605,0,12294
12295,893,884,1083823608,0,12295
12296,907,914,1083823670,0,12296
12297,201,893,1083823688,0,12297
12298,167,890,1083823689,0,12298
12299,515,590,1083823697,0,12299
12300,884,893,1083823711,0,12300
12301,893,201,1083823727,0,12301
12302,792,914,1083823738,0,12302
12303,829,884,1083823783,0,12303
12304,197,470,1083823792,0,12304
12305,890,167,1083823803,0,12305
12306,914,792,1083823820,0,12306
12307,890,167,1083823823,0,12307
12308,893,884,1083823829,0,12308
12309,463,893,1083823839,0,12309
12310,907,914,1083823848,0,12310
12311,870,102,1083823854,0,12311
12312,916,916,1083823875,0,12312
12313,792,914,1083823880,0,12313
12314,37,863,1083823881,0,12314
12315,917,917,1083823890,0,12315
12316,907,914,1083823894,0,12316
12317,729,142,1083823939,0,12317
12318,918,918,1083823943,0,12318
12319,884,893,1083823960,0,12319
12320,367,470,1083823963,0,12320
12321,463,893,1083824003,0,12321
12322,525,288,1083824074,0,12322
12323,914,792,1083824123,0,12323
12324,457,893,1083824125,0,12324
12325,457,507,1083824141,0,12325
12326,914,796,1083824148,0,12326
12327,748,644,1083824152,0,12327
12328,302,860,1083824156,0,12328
12329,615,890,1083824163,0,12329
12330,772,878,1083824172,0,12330
12331,884,893,1083824177,0,12331
12332,792,534,1083824181,0,12332
12333,905,30,1083824189,0,12333
12334,615,862,1083824192,0,12334
12335,457,703,1083824197,0,12335
12336,893,884,1083824211,0,12336
12337,515,509,1083824214,0,12337
12338,457,868,1083824217,0,12338
12339,792,914,1083824220,0,12339
12340,907,914,1083824242,0,12340
12341,457,669,1083824242,0,12341
12342,860,302,1083824244,0,12342
12343,916,477,1083824247,0,12343
12344,457,507,1083824252,0,12344
12345,890,615,1083824253,0,12345
12346,167,890,1083824255,0,12346
12347,895,888,1083824268,0,12347
12348,893,884,1083824293,0,12348
12349,748,515,1083824300,0,12349
12350,463,893,1083824320,0,12350
12351,893,457,1083824332,0,12351
12352,914,792,1083824365,0,12352
12353,892,720,1083824371,0,12353
12354,916,913,1083824373,0,12354
12355,49,729,1083824399,0,12355
12356,748,369,1083824406,0,12356
12357,457,483,1083824416,0,12357
12358,393,909,1083824429,0,12358
12359,792,914,1083824463,0,12359
12360,457,895,1083824490,0,12360
12361,168,914,1083824492,0,12361
12362,463,893,1083824496,0,12362
12363,729,49,1083824498,0,12363
12364,890,167,1083824531,0,12364
12365,304,483,1083824532,0,12365
12366,729,49,1083824539,0,12366
12367,168,862,1083824543,0,12367
12368,892,720,1083824562,0,12368
12369,748,515,1083824572,0,12369
12370,892,915,1083824583,0,12370
12371,918,751,1083824595,0,12371
12372,830,508,1083824607,0,12372
12373,167,890,1083824625,0,12373
12374,817,129,1083824627,0,12374
12375,463,893,1083824637,0,12375
12376,168,914,1083824644,0,12376
12377,515,751,1083824671,0,12377
12378,870,915,1083824683,0,12378
12379,534,792,1083824699,0,12379
12380,114,615,1083824712,0,12380
12381,890,167,1083824743,0,12381
12382,232,73,1083824747,0,12382
12383,792,534,1083824748,0,12383
12384,729,420,1083824749,0,12384
12385,896,288,1083824752,0,12385
12386,914,792,1083824757,0,12386
12387,919,919,1083824800,0,12387
12388,167,890,1083824814,0,12388
12389,748,798,1083824819,0,12389
12390,703,457,1083824843,0,12390
12391,792,914,1083824851,0,12391
12392,751,515,1083824852,0,12392
12393,168,914,1083824868,0,12393
12394,590,884,1083824895,0,12394
12395,896,772,1083824911,0,12395
12396,515,893,1083824923,0,12396
12397,748,515,1083824928,0,12397
12398,463,893,1083824952,0,12398
12399,896,77,1083824960,0,12399
12400,920,920,1083824961,0,12400
12401,590,515,1083824968,0,12401
12402,726,914,1083824969,0,12402
12403,77,791,1083824978,0,12403
12404,168,914,1083824993,0,12404
12405,168,914,1083825014,0,12405
12406,729,203,1083825015,0,12406
12407,77,896,1083825016,0,12407
12408,515,751,1083825020,0,12408
12409,792,27,1083825037,0,12409
12410,457,167,1083825152,0,12410
12411,27,792,1083825153,0,12411
12412,890,167,1083825157,0,12412
12413,11,729,1083825160,0,12413
12414,515,590,1083825168,0,12414
12415,893,515,1083825173,0,12415
12416,457,893,1083825185,0,12416
12417,30,905,1083825190,0,12417
12418,49,729,1083825194,0,12418
12419,457,703,1083825210,0,12419
12420,167,890,1083825211,0,12420
12421,726,907,1083825220,0,12421
12422,748,798,1083825228,0,12422
12423,168,914,1083825230,0,12423
12424,729,11,1083825241,0,12424
12425,751,515,1083825243,0,12425
12426,457,703,1083825250,0,12426
12427,167,457,1083825253,0,12427
12428,896,694,1083825260,0,12428
12429,156,872,1083825266,0,12429
12430,921,921,1083825278,0,12430
12431,173,755,1083825282,0,12431
12432,792,27,1083825289,0,12432
12433,590,515,1083825309,0,12433
12434,729,49,1083825310,0,12434
12435,857,435,1083825315,0,12435
12436,726,914,1083825336,0,12436
12437,232,73,1083825345,0,12437
12438,748,515,1083825385,0,12438
12439,857,896,1083825390,0,12439
12440,895,24,1083825392,0,12440
12441,27,792,1083825393,0,12441
12442,402,896,1083825396,0,12442
12443,11,729,1083825398,0,12443
12444,515,751,1083825422,0,12444
12445,49,729,1083825425,0,12445
12446,921,37,1083825454,0,12446
12447,296,884,1083825458,0,12447
12448,729,11,1083825468,0,12448
12449,24,895,1083825470,0,12449
12450,669,457,1083825474,0,12450
12451,306,525,1083825475,0,12451
12452,11,895,1083825481,0,12452
12453,302,860,1083825503,0,12453
12454,658,772,1083825503,0,12454
12455,921,900,1083825533,0,12455
12456,895,24,1083825537,0,12456
12457,739,70,1083825562,0,12457
12458,895,11,1083825591,0,12458
12459,11,729,1083825592,0,12459
12460,895,457,1083825604,0,12460
12461,11,895,1083825615,0,12461
12462,896,61,1083825621,0,12462
12463,37,921,1083825647,0,12463
12464,24,895,1083825651,0,12464
12465,306,484,1083825654,0,12465
12466,921,37,1083825681,0,12466
12467,436,550,1083825691,0,12467
12468,37,921,1083825692,0,12468
12469,792,897,1083825696,0,12469
12470,921,37,1083825707,0,12470
12471,37,921,1083825722,0,12471
12472,694,896,1083825724,0,12472
12473,729,49,1083825726,0,12473
12474,921,37,1083825763,0,12474
12475,413,912,1083825772,0,12475
12476,515,590,1083825782,0,12476
12477,792,181,1083825784,0,12477
12478,729,11,1083825795,0,12478
12479,37,921,1083825808,0,12479
12480,484,550,1083825821,0,12480
12481,515,507,1083825837,0,12481
12482,921,37,1083825840,0,12482
12483,159,484,1083825846,0,12483
12484,37,920,1083825860,0,12484
12485,857,751,1083825878,0,12485
12486,37,921,1083825886,0,12486
12487,288,525,1083825893,0,12487
12488,232,73,1083825897,0,12488
12489,748,369,1083825925,0,12489
12490,799,789,1083825933,0,12490
12491,173,729,1083825963,0,12491
12492,438,550,1083825981,0,12492
12493,792,897,1083825981,0,12493
12494,181,792,1083825983,0,12494
12495,921,37,1083825991,0,12495
12496,792,181,1083826006,0,12496
12497,484,306,1083826008,0,12497
12498,729,173,1083826012,0,12498
12499,173,914,1083826030,0,12499
12500,37,921,1083826030,0,12500
12501,288,896,1083826057,0,12501
12502,299,755,1083826065,0,12502
12503,49,729,1083826095,0,12503
12504,829,592,1083826104,0,12504
12505,893,457,1083826118,0,12505
12506,748,798,1083826131,0,12506
12507,173,729,1083826143,0,12507
12508,54,785,1083826152,0,12508
12509,921,37,1083826171,0,12509
12510,37,921,1083826187,0,12510
12511,896,288,1083826206,0,12511
12512,922,922,1083826210,0,12512
12513,890,515,1083826250,0,12513
12514,159,484,1083826254,0,12514
12515,792,596,1083826264,0,12515
12516,665,155,1083826294,0,12516
12517,857,751,1083826296,0,12517
12518,232,73,1083826299,0,12518
12519,515,922,1083826349,0,12519
12520,515,920,1083826393,0,12520
12521,173,665,1083826398,0,12521
12522,825,288,1083826399,0,12522
12523,703,457,1083826400,0,12523
12524,515,920,1083826402,0,12524
12525,543,457,1083826404,0,12525
12526,860,302,1083826417,0,12526
12527,890,799,1083826419,0,12527
12528,917,911,1083826422,0,12528
12529,515,916,1083826434,0,12529
12530,726,914,1083826495,0,12530
12531,920,515,1083826503,0,12531
12532,515,914,1083826515,0,12532
12533,457,669,1083826527,0,12533
12534,868,457,1083826563,0,12534
12535,193,807,1083826569,0,12535
12536,115,515,1083826580,0,12536
12537,729,49,1083826597,0,12537
12538,306,484,1083826600,0,12538
12539,507,515,1083826614,0,12539
12540,457,895,1083826633,0,12540
12541,391,772,1083826640,0,12541
12542,792,897,1083826659,0,12542
12543,420,729,1083826662,0,12543
12544,515,115,1083826675,0,12544
12545,923,923,1083826696,0,12545
12546,597,824,1083826705,0,12546
12547,457,893,1083826710,0,12547
12548,296,621,1083826739,0,12548
12549,248,457,1083826750,0,12549
12550,597,142,1083826751,0,12550
12551,288,896,1083826752,0,12551
12552,726,484,1083826770,0,12552
12553,500,26,1083826777,0,12553
12554,597,167,1083826785,0,12554
12555,924,924,1083826796,0,12555
12556,597,364,1083826822,0,12556
12557,457,703,1083826824,0,12557
12558,832,920,1083826841,0,12558
12559,792,868,1083826846,0,12559
12560,457,543,1083826850,0,12560
12561,457,868,1083826872,0,12561
12562,911,920,1083826911,0,12562
12563,884,296,1083826921,0,12563
12564,457,868,1083826922,0,12564
12565,914,515,1083826931,0,12565
12566,420,920,1083826964,0,12566
12567,890,893,1083826970,0,12567
12568,280,306,1083826972,0,12568
12569,817,694,1083826983,0,12569
12570,49,729,1083826986,0,12570
12571,17,273,1083827009,0,12571
12572,280,615,1083827010,0,12572
12573,457,248,1083827011,0,12573
12574,729,173,1083827023,0,12574
12575,694,556,1083827034,0,12575
12576,173,729,1083827062,0,12576
12577,115,515,1083827065,0,12577
12578,817,694,1083827094,0,12578
12579,299,97,1083827094,0,12579
12580,789,799,1083827099,0,12580
12581,884,590,1083827118,0,12581
12582,925,925,1083827126,0,12582
12583,615,181,1083827140,0,12583
12584,789,271,1083827141,0,12584
12585,926,926,1083827169,0,12585
12586,789,49,1083827183,0,12586
12587,232,73,1083827185,0,12587
12588,857,893,1083827209,0,12588
12589,789,654,1083827210,0,12589
12590,830,755,1083827215,0,12590
12591,703,457,1083827229,0,12591
12592,905,39,1083827237,0,12592
12593,53,729,1083827256,0,12593
12594,798,225,1083827264,0,12594
12595,615,181,1083827277,0,12595
12596,631,743,1083827330,0,12596
12597,619,509,1083827331,0,12597
12598,457,703,1083827364,0,12598
12599,927,927,1083827382,0,12599
12600,435,792,1083827427,0,12600
12601,273,17,1083827476,0,12601
12602,920,420,1083827517,0,12602
12603,435,515,1083827536,0,12603
12604,832,920,1083827560,0,12604
12605,890,435,1083827564,0,12605
12606,435,27,1083827589,0,12606
12607,832,920,1083827602,0,12607
12608,890,435,1083827642,0,12608
12609,461,729,1083827653,0,12609
12610,928,928,1083827681,0,12610
12611,651,896,1083827684,0,12611
12612,515,435,1083827727,0,12612
12613,461,755,1083827730,0,12613
12614,926,519,1083827730,0,12614
12615,27,435,1083827748,0,12615
12616,13,187,1083827784,0,12616
12617,926,238,1083827792,0,12617
12618,926,238,1083827796,0,12618
12619,926,238,1083827799,0,12619
12620,271,789,1083827807,0,12620
12621,631,803,1083827826,0,12621
12622,435,515,1083827830,0,12622
12623,896,651,1083827831,0,12623
12624,890,391,1083827837,0,12624
12625,890,435,1083827862,0,12625
12626,435,27,1083827866,0,12626
12627,825,288,1083827866,0,12627
12628,467,201,1083827871,0,12628
12629,615,860,1083827873,0,12629
12630,651,896,1083827886,0,12630
12631,615,789,1083827891,0,12631
12632,201,467,1083827905,0,12632
12633,267,552,1083827907,0,12633
12634,515,435,1083827916,0,12634
12635,467,201,1083827932,0,12635
12636,860,615,1083827935,0,12636
12637,830,927,1083827942,0,12637
12638,890,435,1083827953,0,12638
12639,435,515,1083827956,0,12639
12640,249,779,1083827970,0,12640
12641,615,860,1083827987,0,12641
12642,27,435,1083827992,0,12642
12643,890,391,1083827993,0,12643
12644,792,435,1083827999,0,12644
12645,703,457,1083828005,0,12645
12646,857,435,1083828014,0,12646
12647,776,559,1083828017,0,12647
12648,435,515,1083828027,0,12648
12649,515,435,1083828041,0,12649
12650,467,201,1083828057,0,12650
12651,890,391,1083828058,0,12651
12652,926,143,1083828068,0,12652
12653,825,288,1083828074,0,12653
12654,730,731,1083828082,0,12654
12655,857,927,1083828089,0,12655
12656,435,27,1083828095,0,12656
12657,890,391,1083828117,0,12657
12658,890,391,1083828129,0,12658
12659,435,792,1083828133,0,12659
12660,860,615,1083828160,0,12660
12661,54,907,1083828163,0,12661
12662,824,597,1083828167,0,12662
12663,201,467,1083828168,0,12663
12664,731,730,1083828185,0,12664
12665,248,457,1083828187,0,12665
12666,924,488,1083828189,0,12666
12667,631,525,1083828201,0,12667
12668,27,435,1083828218,0,12668
12669,696,905,1083828225,0,12669
12670,792,435,1083828226,0,12670
12671,857,435,1083828231,0,12671
12672,615,860,1083828237,0,12672
12673,515,435,1083828252,0,12673
12674,857,927,1083828258,0,12674
12675,830,927,1083828262,0,12675
12676,435,515,1083828264,0,12676
12677,860,615,1083828269,0,12677
12678,890,391,1083828279,0,12678
12679,458,500,1083828303,0,12679
12680,435,27,1083828310,0,12680
12681,825,912,1083828316,0,12681
12682,817,927,1083828332,0,12682
12683,857,927,1083828341,0,12683
12684,458,427,1083828345,0,12684
12685,817,927,1083828353,0,12685
12686,615,860,1083828402,0,12686
12687,435,792,1083828406,0,12687
12688,830,927,1083828425,0,12688
12689,27,435,1083828450,0,12689
12690,515,540,1083828473,0,12690
12691,619,279,1083828485,0,12691
12692,857,927,1083828489,0,12692
12693,435,515,1083828490,0,12693
12694,85,1,1083828511,0,12694
12695,792,708,1083828525,0,12695
12696,467,201,1083828528,0,12696
12697,857,435,1083828532,0,12697
12698,435,27,1083828532,0,12698
12699,85,435,1083828554,0,12699
12700,860,615,1083828562,0,12700
12701,17,273,1083828563,0,12701
12702,515,435,1083828584,0,12702
12703,458,885,1083828588,0,12703
12704,525,306,1083828607,0,12704
12705,391,902,1083828612,0,12705
12706,792,435,1083828628,0,12706
12707,708,792,1083828646,0,12707
12708,657,612,1083828659,0,12708
12709,232,926,1083828659,0,12709
12710,615,860,1083828659,0,12710
12711,824,615,1083828660,0,12711
12712,435,85,1083828663,0,12712
12713,803,631,1083828668,0,12713
12714,857,435,1083828692,0,12714
12715,435,515,1083828694,0,12715
12716,696,798,1083828703,0,12716
12717,832,772,1083828709,0,12717
12718,895,457,1083828712,0,12718
12719,857,927,1083828713,0,12719
12720,860,615,1083828718,0,12720
12721,435,792,1083828730,0,12721
12722,803,449,1083828731,0,12722
12723,435,857,1083828759,0,12723
12724,895,11,1083828763,0,12724
12725,27,435,1083828773,0,12725
12726,615,860,1083828774,0,12726
12727,615,824,1083828783,0,12727
12728,708,743,1083828812,0,12728
12729,857,435,1083828816,0,12729
12730,273,17,1083828839,0,12730
12731,792,708,1083828843,0,12731
12732,860,615,1083828857,0,12732
12733,85,435,1083828861,0,12733
12734,743,708,1083828864,0,12734
12735,792,435,1083828869,0,12735
12736,817,927,1083828890,0,12736
12737,743,708,1083828891,0,12737
12738,861,457,1083828894,0,12738
12739,890,893,1083828903,0,12739
12740,893,857,1083828907,0,12740
12741,113,457,1083828915,0,12741
12742,708,792,1083828916,0,12742
12743,458,567,1083828928,0,12743
12744,890,893,1083828928,0,12744
12745,817,927,1083828929,0,12745
12746,895,24,1083828938,0,12746
12747,890,893,1083828945,0,12747
12748,28,860,1083828946,0,12748
12749,657,37,1083828952,0,12749
12750,435,27,1083828955,0,12750
12751,748,267,1083828957,0,12751
12752,696,39,1083828958,0,12752
12753,657,137,1083828963,0,12753
12754,181,615,1083828970,0,12754
12755,792,708,1083828977,0,12755
12756,657,397,1083828979,0,12756
12757,248,762,1083828986,0,12757
12758,615,860,1083828990,0,12758
12759,708,743,1083828990,0,12759
12760,267,743,1083828991,0,12760
12761,657,626,1083828992,0,12761
12762,861,364,1083828994,0,12762
12763,435,857,1083829000,0,12763
12764,857,893,1083829017,0,12764
12765,288,714,1083829020,0,12765
12766,765,559,1083829021,0,12766
12767,927,857,1083829021,0,12767
12768,435,85,1083829030,0,12768
12769,857,435,1083829032,0,12769
12770,181,615,1083829033,0,12770
12771,28,791,1083829034,0,12771
12772,435,792,1083829045,0,12772
12773,860,615,1083829048,0,12773
12774,436,467,1083829048,0,12774
12775,28,527,1083829059,0,12775
12776,435,857,1083829069,0,12776
12777,615,181,1083829082,0,12777
12778,28,703,1083829082,0,12778
12779,85,435,1083829094,0,12779
12780,708,792,1083829105,0,12780
12781,792,435,1083829110,0,12781
12782,830,916,1083829110,0,12782
12783,890,893,1083829129,0,12783
12784,615,181,1083829132,0,12784
12785,857,435,1083829147,0,12785
12786,435,85,1083829155,0,12786
12787,890,435,1083829180,0,12787
12788,890,435,1083829185,0,12788
12789,817,927,1083829189,0,12789
12790,435,792,1083829199,0,12790
12791,929,929,1083829211,0,12791
12792,308,482,1083829224,0,12792
12793,181,615,1083829228,0,12793
12794,435,857,1083829229,0,12794
12795,85,435,1083829235,0,12795
12796,792,708,1083829254,0,12796
12797,249,197,1083829265,0,12797
12798,435,85,1083829275,0,12798
12799,731,730,1083829280,0,12799
12800,890,435,1083829285,0,12800
12801,615,860,1083829286,0,12801
12802,893,857,1083829303,0,12802
12803,748,267,1083829310,0,12803
12804,114,615,1083829316,0,12804
12805,696,237,1083829335,0,12805
12806,393,631,1083829336,0,12806
12807,860,615,1083829344,0,12807
12808,696,456,1083829345,0,12808
12809,678,920,1083829349,0,12809
12810,678,920,1083829355,0,12810
12811,799,890,1083829356,0,12811
12812,696,905,1083829358,0,12812
12813,708,792,1083829374,0,12813
12814,890,893,1083829375,0,12814
12815,17,273,1083829379,0,12815
12816,890,893,1083829390,0,12816
12817,857,893,1083829393,0,12817
12818,435,792,1083829407,0,12818
12819,890,799,1083829407,0,12819
12820,857,893,1083829420,0,12820
12821,832,920,1083829426,0,12821
12822,615,181,1083829427,0,12822
12823,435,857,1083829441,0,12823
12824,792,708,1083829444,0,12824
12825,483,457,1083829455,0,12825
12826,920,678,1083829474,0,12826
12827,483,304,1083829475,0,12827
12828,615,114,1083829475,0,12828
12829,748,267,1083829490,0,12829
12830,280,519,1083829514,0,12830
12831,893,857,1083829531,0,12831
12832,678,730,1083829532,0,12832
12833,928,458,1083829536,0,12833
12834,678,730,1083829537,0,12834
12835,615,860,1083829555,0,12835
12836,799,789,1083829556,0,12836
12837,893,857,1083829576,0,12837
12838,181,615,1083829608,0,12838
12839,678,927,1083829623,0,12839
12840,499,524,1083829632,0,12840
12841,743,267,1083829634,0,12841
12842,930,930,1083829668,0,12842
12843,893,857,1083829674,0,12843
12844,115,425,1083829677,0,12844
12845,860,615,1083829693,0,12845
12846,893,857,1083829695,0,12846
12847,678,920,1083829757,0,12847
12848,708,730,1083829790,0,12848
12849,832,115,1083829793,0,12849
12850,890,893,1083829794,0,12850
12851,296,439,1083829797,0,12851
12852,714,288,1083829802,0,12852
12853,458,928,1083829815,0,12853
12854,799,890,1083829831,0,12854
12855,931,931,1083829842,0,12855
12856,927,678,1083829859,0,12856
12857,708,665,1083829868,0,12857
12858,248,678,1083829926,0,12858
12859,928,458,1083829939,0,12859
12860,134,792,1083829956,0,12860
12861,896,927,1083830026,0,12861
12862,929,657,1083830066,0,12862
12863,932,932,1083830080,0,12863
12864,435,27,1083830093,0,12864
12865,927,857,1083830118,0,12865
12866,885,458,1083830123,0,12866
12867,870,885,1083830200,0,12867
12868,678,927,1083830224,0,12868
12869,890,799,1083830227,0,12869
12870,232,147,1083830244,0,12870
12871,870,427,1083830260,0,12871
12872,43,30,1083830272,0,12872
12873,789,799,1083830278,0,12873
12874,592,714,1083830291,0,12874
12875,789,799,1083830299,0,12875
12876,113,43,1083830306,0,12876
12877,789,615,1083830313,0,12877
12878,927,678,1083830316,0,12878
12879,817,927,1083830325,0,12879
12880,678,248,1083830333,0,12880
12881,817,927,1083830337,0,12881
12882,789,271,1083830344,0,12882
12883,857,927,1083830376,0,12883
12884,27,435,1083830377,0,12884
12885,927,817,1083830380,0,12885
12886,43,633,1083830382,0,12886
12887,927,857,1083830403,0,12887
12888,488,924,1083830417,0,12888
12889,435,27,1083830437,0,12889
12890,678,927,1083830454,0,12890
12891,615,181,1083830457,0,12891
12892,232,932,1083830525,0,12892
12893,927,678,1083830525,0,12893
12894,817,927,1083830537,0,12894
12895,633,43,1083830557,0,12895
12896,615,860,1083830560,0,12896
12897,27,435,1083830592,0,12897
12898,799,890,1083830601,0,12898
12899,43,633,1083830653,0,12899
12900,113,43,1083830669,0,12900
12901,799,893,1083830669,0,12901
12902,789,615,1083830674,0,12902
12903,525,288,1083830693,0,12903
12904,792,860,1083830703,0,12904
12905,895,592,1083830713,0,12905
12906,525,631,1083830771,0,12906
12907,792,708,1083830783,0,12907
12908,860,615,1083830827,0,12908
12909,592,895,1083830831,0,12909
12910,890,799,1083830840,0,12910
12911,7,404,1083830841,0,12911
12912,134,792,1083830850,0,12912
12913,708,792,1083830861,0,12913
12914,288,714,1083830869,0,12914
12915,895,592,1083830870,0,12915
12916,860,792,1083830879,0,12916
12917,895,592,1083830885,0,12917
12918,789,799,1083830886,0,12918
12919,893,799,1083830901,0,12919
12920,604,720,1083830901,0,12920
12921,113,43,1083830960,0,12921
12922,615,860,1083830960,0,12922
12923,601,789,1083830961,0,12923
12924,604,912,1083830964,0,12924
12925,927,817,1083830986,0,12925
12926,435,27,1083830993,0,12926
12927,792,708,1083831017,0,12927
12928,482,308,1083831017,0,12928
12929,799,893,1083831028,0,12929
12930,633,43,1083831032,0,12930
12931,592,895,1083831046,0,12931
12932,799,890,1083831061,0,12932
12933,667,669,1083831063,0,12933
12934,927,857,1083831084,0,12934
12935,893,799,1083831088,0,12935
12936,708,792,1083831096,0,12936
12937,43,633,1083831100,0,12937
12938,792,860,1083831108,0,12938
12939,817,927,1083831109,0,12939
12940,792,708,1083831122,0,12940
12941,895,592,1083831130,0,12941
12942,895,592,1083831148,0,12942
12943,792,922,1083831168,0,12943
12944,592,895,1083831182,0,12944
12945,920,678,1083831186,0,12945
12946,633,43,1083831234,0,12946
12947,890,799,1083831236,0,12947
12948,832,772,1083831238,0,12948
12949,895,592,1083831241,0,12949
12950,860,615,1083831317,0,12950
12951,615,730,1083831324,0,12951
12952,714,288,1083831330,0,12952
12953,893,799,1083831331,0,12953
12954,592,895,1083831348,0,12954
12955,860,792,1083831355,0,12955
12956,799,890,1083831355,0,12956
12957,657,929,1083831369,0,12957
12958,615,860,1083831396,0,12958
12959,799,893,1083831398,0,12959
12960,43,633,1083831427,0,12960
12961,890,799,1083831428,0,12961
12962,75,743,1083831430,0,12962
12963,686,665,1083831439,0,12963
12964,792,860,1083831442,0,12964
12965,893,799,1083831443,0,12965
12966,832,922,1083831466,0,12966
12967,825,912,1083831476,0,12967
12968,633,43,1083831505,0,12968
12969,667,438,1083831513,0,12969
12970,799,890,1083831543,0,12970
12971,860,792,1083831549,0,12971
12972,28,927,1083831559,0,12972
12973,890,799,1083831568,0,12973
12974,615,927,1083831578,0,12974
12975,792,860,1083831596,0,12975
12976,296,884,1083831597,0,12976
12977,397,657,1083831601,0,12977
12978,43,499,1083831626,0,12978
12979,799,893,1083831633,0,12979
12980,28,890,1083831635,0,12980
12981,832,248,1083831650,0,12981
12982,799,890,1083831655,0,12982
12983,43,633,1083831662,0,12983
12984,895,592,1083831672,0,12984
12985,789,799,1083831672,0,12985
12986,524,499,1083831676,0,12986
12987,832,499,1083831683,0,12987
12988,28,61,1083831690,0,12988
12989,633,43,1083831723,0,12989
12990,376,667,1083831728,0,12990
12991,893,799,1083831732,0,12991
12992,893,799,1083831760,0,12992
12993,832,920,1083831765,0,12993
12994,28,61,1083831782,0,12994
12995,615,548,1083831832,0,12995
12996,832,180,1083831842,0,12996
12997,799,893,1083831856,0,12997
12998,832,180,1083831869,0,12998
12999,832,633,1083831895,0,12999
13000,860,792,1083831901,0,13000
13001,134,792,1083831975,0,13001
13002,43,633,1083831985,0,13002
13003,832,920,1083832029,0,13003
13004,560,267,1083832035,0,13004
13005,633,43,1083832093,0,13005
13006,832,920,1083832104,0,13006
13007,893,799,1083832112,0,13007
13008,678,560,1083832132,0,13008
13009,615,860,1083832135,0,13009
13010,792,860,1083832137,0,13010
13011,43,633,1083832160,0,13011
13012,832,736,1083832171,0,13012
13013,832,248,1083832185,0,13013
13014,678,684,1083832191,0,13014
13015,633,43,1083832217,0,13015
13016,832,560,1083832226,0,13016
13017,684,678,1083832256,0,13017
13018,134,792,1083832278,0,13018
13019,927,817,1083832291,0,13019
13020,678,684,1083832333,0,13020
13021,53,560,1083832344,0,13021
13022,678,397,1083832355,0,13022
13023,43,633,1083832359,0,13023
13024,869,789,1083832372,0,13024
13025,53,920,1083832374,0,13025
13026,927,615,1083832381,0,13026
13027,288,426,1083832403,0,13027
13028,559,765,1083832404,0,13028
13029,615,927,1083832458,0,13029
13030,832,559,1083832488,0,13030
13031,893,799,1083832509,0,13031
13032,678,197,1083832556,0,13032
13033,817,927,1083832569,0,13033
13034,684,678,1083832574,0,13034
13035,678,684,1083832607,0,13035
13036,799,893,1083832610,0,13036
13037,860,615,1083832617,0,13037
13038,426,288,1083832618,0,13038
13039,860,792,1083832643,0,13039
13040,615,860,1083832709,0,13040
13041,684,678,1083832717,0,13041
13042,927,615,1083832753,0,13042
13043,799,893,1083832769,0,13043
13044,792,860,1083832893,0,13044
13045,789,799,1083832900,0,13045
13046,174,559,1083832918,0,13046
13047,860,615,1083832955,0,13047
13048,821,772,1083832973,0,13048
13049,930,521,1083832974,0,13049
13050,821,590,1083832982,0,13050
13051,694,896,1083833159,0,13051
13052,824,248,1083833212,0,13052
13053,824,197,1083833270,0,13053
13054,694,658,1083833272,0,13054
13055,288,426,1083833276,0,13055
13056,439,296,1083833286,0,13056
13057,486,477,1083833357,0,13057
13058,824,736,1083833378,0,13058
13059,817,927,1083833442,0,13059
13060,631,525,1083833462,0,13060
13061,930,471,1083833477,0,13061
13062,824,37,1083833506,0,13062
13063,824,288,1083833558,0,13063
13064,824,395,1083833596,0,13064
13065,306,525,1083833646,0,13065
13066,397,678,1083833675,0,13066
13067,824,586,1083833991,0,13067
13068,912,604,1083834008,0,13068
13069,432,404,1083834034,0,13069
13070,288,824,1083834038,0,13070
13071,319,193,1083834054,0,13071
13072,432,721,1083834055,0,13072
13073,248,678,1083834100,0,13073
13074,432,721,1083834129,0,13074
13075,248,824,1083834180,0,13075
13076,678,248,1083834202,0,13076
13077,892,720,1083834218,0,13077
13078,720,892,1083834287,0,13078
13079,432,772,1083834351,0,13079
13080,432,736,1083834418,0,13080
13081,596,792,1083834440,0,13081
13082,791,77,1083834444,0,13082
13083,248,678,1083834446,0,13083
13084,432,920,1083834456,0,13084
13085,867,792,1083834488,0,13085
13086,678,248,1083834561,0,13086
13087,77,791,1083834563,0,13087
13088,432,892,1083834569,0,13088
13089,933,933,1083834586,0,13089
13090,432,867,1083834609,0,13090
13091,867,515,1083834619,0,13091
13092,432,271,1083834645,0,13092
13093,867,432,1083834672,0,13093
13094,892,432,1083834695,0,13094
13095,432,867,1083834706,0,13095
13096,271,432,1083834717,0,13096
